week_start,product_line,region,search_index,search_wow_pct,share_within_nb_pct,season_label
2025-06-15,9060,global,55.25,-10.3084,61.8009,SS25
2025-06-15,990,global,5.15,0.0,5.7606,SS25
2025-06-15,992,korea,0.0,-100.0,0.0,SS25
2025-06-22,1906r,global,6.44,0.0,7.2727,SS25
2025-06-22,2002r,global,9.05,0.0,10.2202,SS25
2025-06-22,2002r,korea,0.0,,0.0,SS25
2025-06-22,327,korea,0.0,,0.0,SS25
2025-06-22,530,korea,18.93,-57.7738,50.0397,SS25
2025-06-22,574,global,12.61,-6.6617,14.2405,SS25
2025-06-22,574,korea,18.9,5.5276,49.9603,SS25
2025-06-22,9060,global,56.16,1.6471,63.4218,SS25
2025-06-22,990,global,4.29,-16.699,4.8447,SS25
2025-06-22,992,korea,0.0,,0.0,SS25
2025-06-29,1906r,global,7.36,14.2857,8.0675,SS25
2025-06-29,2002r,global,9.95,9.9448,10.9065,SS25
2025-06-29,2002r,korea,0.0,,0.0,SS25
2025-06-29,327,korea,0.0,,0.0,SS25
2025-06-29,530,korea,33.87,78.9223,59.6828,SS25
2025-06-29,574,global,12.61,0.0,13.8222,SS25
2025-06-29,574,korea,22.88,21.0582,40.3172,SS25
2025-06-29,9060,global,56.16,0.0,61.5587,SS25
2025-06-29,990,global,5.15,20.0466,5.6451,SS25
2025-06-29,992,korea,0.0,,0.0,SS25
2025-07-06,1906r,global,7.36,0.0,7.6151,SS25
2025-07-06,2002r,global,10.86,9.1457,11.2364,SS25
2025-07-06,2002r,korea,0.0,,0.0,SS25
2025-07-06,327,korea,0.0,,0.0,SS25
2025-07-06,530,korea,30.88,-8.8279,41.8598,SS25
2025-07-06,574,global,15.31,21.4116,15.8407,SS25
2025-07-06,574,korea,20.89,-8.6976,28.3177,SS25
2025-07-06,9060,global,57.97,3.2229,59.9793,SS25
2025-07-06,990,global,5.15,0.0,5.3285,SS25
2025-07-06,992,korea,22.0,,29.8224,SS25
2025-07-13,1906r,global,7.36,0.0,7.2093,SS25
2025-07-13,2002r,global,10.86,0.0,10.6377,SS25
2025-07-13,2002r,korea,0.0,,0.0,SS25
2025-07-13,327,korea,0.0,,0.0,SS25
2025-07-13,530,korea,28.89,-6.4443,60.3257,SS25
2025-07-13,574,global,15.31,0.0,14.9966,SS25
2025-07-13,574,korea,0.0,-100.0,0.0,SS25
2025-07-13,9060,global,63.41,9.3842,62.1119,SS25
2025-07-13,990,global,5.15,0.0,5.0446,SS25
2025-07-13,992,korea,19.0,-13.6364,39.6743,SS25
2025-07-20,1906r,global,9.2,25.0,8.143,SS25
2025-07-20,2002r,global,11.76,8.2873,10.4089,SS25
2025-07-20,2002r,korea,0.0,,0.0,SS25
2025-07-20,327,korea,0.0,,0.0,SS25
2025-07-20,530,korea,34.87,20.6992,60.381,SS25
2025-07-20,574,global,15.31,0.0,13.5511,SS25
2025-07-20,574,korea,22.88,,39.619,SS25
2025-07-20,9060,global,71.56,12.8529,63.3386,SS25
2025-07-20,990,global,5.15,0.0,4.5583,SS25
2025-07-20,992,korea,0.0,-100.0,0.0,SS25
2025-07-27,1906r,global,10.12,10.0,8.2924,SS25
2025-07-27,2002r,global,12.67,7.7381,10.3818,SS25
2025-07-27,2002r,korea,0.0,,0.0,SS25
2025-07-27,327,korea,0.0,,0.0,SS25
2025-07-27,530,korea,30.88,-11.4425,50.0324,SS25
2025-07-27,574,global,18.01,17.6355,14.7575,SS25
2025-07-27,574,korea,30.84,34.7902,49.9676,SS25
2025-07-27,9060,global,76.09,6.3304,62.3484,SS25
2025-07-27,990,global,5.15,0.0,4.2199,SS25
2025-07-27,992,korea,0.0,,0.0,SS25
2025-08-03,1906r,global,10.12,0.0,7.7768,SS25
2025-08-03,2002r,global,13.57,7.1034,10.428,SS25
2025-08-03,2002r,korea,0.0,,0.0,SS25
2025-08-03,327,korea,0.0,,0.0,SS25
2025-08-03,530,korea,20.92,-32.2539,40.4173,SS25
2025-08-03,574,global,18.01,0.0,13.84,SS25
2025-08-03,574,korea,30.84,0.0,59.5827,SS25
2025-08-03,9060,global,82.43,8.3322,63.3443,SS25
2025-08-03,990,global,6.0,16.5049,4.6108,SS25
2025-08-03,992,korea,0.0,,0.0,SS25
2025-08-10,1906r,global,10.12,0.0,8.2924,SS25
2025-08-10,2002r,global,12.67,-6.6323,10.3818,SS25
2025-08-10,2002r,korea,0.0,,0.0,SS25
2025-08-10,327,korea,0.0,,0.0,SS25
2025-08-10,530,korea,31.88,52.3901,100.0,SS25
2025-08-10,574,global,18.01,0.0,14.7575,SS25
2025-08-10,574,korea,0.0,-100.0,0.0,SS25
2025-08-10,9060,global,76.09,-7.6914,62.3484,SS25
2025-08-10,990,global,5.15,-14.1667,4.2199,SS25
2025-08-10,992,korea,0.0,,0.0,SS25
2025-08-17,1906r,global,10.12,0.0,8.2924,SS25
2025-08-17,2002r,global,14.48,14.2857,11.865,SS25
2025-08-17,2002r,korea,0.0,,0.0,SS25
2025-08-17,327,korea,0.0,,0.0,SS25
2025-08-17,530,korea,45.83,43.7578,100.0,SS25
2025-08-17,574,global,17.11,-4.9972,14.02,SS25
2025-08-17,574,korea,0.0,,0.0,SS25
2025-08-17,9060,global,75.18,-1.196,61.6028,SS25
2025-08-17,990,global,5.15,0.0,4.2199,SS25
2025-08-17,992,korea,0.0,,0.0,SS25
2025-08-24,1906r,global,11.04,9.0909,8.7211,SS25
2025-08-24,2002r,global,14.48,0.0,11.4385,SS25
2025-08-24,2002r,korea,0.0,,0.0,SS25
2025-08-24,327,korea,0.0,,0.0,SS25
2025-08-24,530,korea,20.92,-54.353,47.7626,SS25
2025-08-24,574,global,16.21,-5.2601,12.8051,SS25
2025-08-24,574,korea,22.88,,52.2374,SS25
2025-08-24,9060,global,79.71,6.0255,62.9671,SS25
2025-08-24,990,global,5.15,0.0,4.0683,SS25
2025-08-24,992,korea,0.0,,0.0,SS25
2025-08-31,1906r,global,10.12,-8.3333,8.4137,SS25
2025-08-31,2002r,global,12.67,-12.5,10.5338,SS25
2025-08-31,2002r,korea,0.0,,0.0,SS25
2025-08-31,327,korea,0.0,,0.0,SS25
2025-08-31,530,korea,26.9,28.5851,50.9856,SS25
2025-08-31,574,global,17.11,5.5521,14.2251,SS25
2025-08-31,574,korea,25.86,13.0245,49.0144,SS25
2025-08-31,9060,global,76.09,-4.5415,63.2607,SS25
2025-08-31,990,global,4.29,-16.699,3.5667,SS25
2025-08-31,992,korea,0.0,,0.0,SS25
2025-09-07,1906r,global,8.28,-18.1818,7.8276,FW25
2025-09-07,2002r,global,10.86,-14.2857,10.2666,FW25
2025-09-07,2002r,korea,0.0,,0.0,FW25
2025-09-07,327,korea,0.0,,0.0,FW25
2025-09-07,530,korea,40.84,51.8216,100.0,FW25
2025-09-07,574,global,14.41,-15.7802,13.6226,FW25
2025-09-07,574,korea,0.0,-100.0,0.0,FW25
2025-09-07,9060,global,67.94,-10.711,64.2276,FW25
2025-09-07,990,global,4.29,0.0,4.0556,FW25
2025-09-07,992,korea,0.0,,0.0,FW25
2025-09-14,1906r,global,7.36,-11.1111,7.2699,FW25
2025-09-14,2002r,global,9.05,-16.6667,8.9392,FW25
2025-09-14,2002r,korea,0.0,,0.0,FW25
2025-09-14,327,korea,0.0,,0.0,FW25
2025-09-14,530,korea,24.9,-39.0304,100.0,FW25
2025-09-14,574,global,13.51,-6.2457,13.3445,FW25
2025-09-14,574,korea,0.0,,0.0,FW25
2025-09-14,9060,global,67.03,-1.3394,66.209,FW25
2025-09-14,990,global,4.29,0.0,4.2375,FW25
2025-09-14,992,korea,0.0,,0.0,FW25
2025-09-21,1906r,global,7.36,0.0,7.0196,FW25
2025-09-21,2002r,global,9.95,9.9448,9.4897,FW25
2025-09-21,2002r,korea,0.0,,0.0,FW25
2025-09-21,327,korea,0.0,,0.0,FW25
2025-09-21,530,korea,54.79,120.0402,69.6542,FW25
2025-09-21,574,global,14.41,6.6617,13.7434,FW25
2025-09-21,574,korea,23.87,,30.3458,FW25
2025-09-21,9060,global,68.84,2.7003,65.6557,FW25
2025-09-21,990,global,4.29,0.0,4.0916,FW25
2025-09-21,992,korea,0.0,,0.0,FW25
2025-09-28,1906r,global,8.28,12.5,7.9638,FW25
2025-09-28,2002r,global,9.95,0.0,9.5701,FW25
2025-09-28,2002r,korea,0.0,,0.0,FW25
2025-09-28,327,korea,0.0,,0.0,FW25
2025-09-28,530,korea,24.9,-54.5538,100.0,FW25
2025-09-28,574,global,13.51,-6.2457,12.9941,FW25
2025-09-28,574,korea,0.0,-100.0,0.0,FW25
2025-09-28,9060,global,67.94,-1.3074,65.3458,FW25
2025-09-28,990,global,4.29,0.0,4.1262,FW25
2025-09-28,992,korea,0.0,,0.0,FW25
2025-10-05,1906r,global,7.36,-11.1111,7.1422,FW25
2025-10-05,2002r,global,9.05,-9.0452,8.7821,FW25
2025-10-05,2002r,korea,0.0,,0.0,FW25
2025-10-05,327,korea,0.0,,0.0,FW25
2025-10-05,530,korea,34.87,40.0402,52.2789,FW25
2025-10-05,574,global,13.51,0.0,13.1101,FW25
2025-10-05,574,korea,31.83,,47.7211,FW25
2025-10-05,9060,global,68.84,1.3247,66.8025,FW25
2025-10-05,990,global,4.29,0.0,4.163,FW25
2025-10-05,992,korea,0.0,,0.0,FW25
2025-10-12,1906r,global,7.36,0.0,7.2051,FW25
2025-10-12,2002r,global,9.05,0.0,8.8595,FW25
2025-10-12,2002r,korea,0.0,,0.0,FW25
2025-10-12,327,korea,0.0,,0.0,FW25
2025-10-12,530,korea,31.88,-8.5747,53.3735,FW25
2025-10-12,574,global,13.51,0.0,13.2256,FW25
2025-10-12,574,korea,27.85,-12.5039,46.6265,FW25
2025-10-12,9060,global,67.94,-1.3074,66.51,FW25
2025-10-12,990,global,4.29,0.0,4.1997,FW25
2025-10-12,992,korea,0.0,,0.0,FW25
2025-10-19,1906r,global,7.36,0.0,7.5394,FW25
2025-10-19,2002r,global,9.05,0.0,9.2706,FW25
2025-10-19,2002r,korea,0.0,,0.0,FW25
2025-10-19,327,korea,0.0,,0.0,FW25
2025-10-19,530,korea,26.9,-15.6211,29.6451,FW25
2025-10-19,574,global,12.61,-6.6617,12.9174,FW25
2025-10-19,574,korea,30.84,10.7361,33.9872,FW25
2025-10-19,9060,global,64.31,-5.3429,65.8779,FW25
2025-10-19,990,global,4.29,0.0,4.3946,FW25
2025-10-19,992,korea,33.0,,36.3676,FW25
2025-10-26,1906r,global,6.44,-12.5,7.127,FW25
2025-10-26,2002r,global,9.05,0.0,10.0155,FW25
2025-10-26,2002r,korea,0.0,,0.0,FW25
2025-10-26,327,korea,0.0,,0.0,FW25
2025-10-26,530,korea,34.87,29.6283,100.0,FW25
2025-10-26,574,global,12.61,0.0,13.9553,FW25
2025-10-26,574,korea,0.0,-100.0,0.0,FW25
2025-10-26,9060,global,57.97,-9.8585,64.1545,FW25
2025-10-26,990,global,4.29,0.0,4.7477,FW25
2025-10-26,992,korea,0.0,-100.0,0.0,FW25
2025-11-02,1906r,global,6.96,8.0745,7.1871,FW25
2025-11-02,2002r,global,9.03,-0.221,9.3247,FW25
2025-11-02,2002r,korea,0.0,,0.0,FW25
2025-11-02,327,korea,27.49,,30.3455,FW25
2025-11-02,530,korea,35.47,1.7207,39.1544,FW25
2025-11-02,574,global,12.95,2.6963,13.3726,FW25
2025-11-02,574,korea,27.63,,30.5001,FW25
2025-11-02,9060,global,64.0,10.4019,66.0884,FW25
2025-11-02,990,global,3.9,-9.0909,4.0273,FW25
2025-11-02,992,korea,0.0,,0.0,FW25
2025-11-09,1906r,global,7.95,14.2241,7.4438,FW25
2025-11-09,2002r,global,10.03,11.0742,9.3914,FW25
2025-11-09,2002r,korea,53.37,,53.9036,FW25
2025-11-09,327,korea,0.0,-100.0,0.0,FW25
2025-11-09,530,korea,23.5,-33.7468,23.735,FW25
2025-11-09,574,global,12.95,0.0,12.1255,FW25
2025-11-09,574,korea,0.0,-100.0,0.0,FW25
2025-11-09,9060,global,71.0,10.9375,66.4794,FW25
2025-11-09,990,global,4.87,24.8718,4.5599,FW25
2025-11-09,992,korea,22.14,,22.3614,FW25
2025-11-16,1906r,global,7.95,0.0,6.9853,FW25
2025-11-16,2002r,global,11.04,10.0698,9.7004,FW25
2025-11-16,2002r,korea,0.0,-100.0,0.0,FW25
2025-11-16,327,korea,0.0,,0.0,FW25
2025-11-16,530,korea,26.07,10.9362,100.0,FW25
2025-11-16,574,global,13.95,7.722,12.2573,FW25
2025-11-16,574,korea,0.0,,0.0,FW25
2025-11-16,9060,global,76.0,7.0423,66.778,FW25
2025-11-16,990,global,4.87,0.0,4.2791,FW25
2025-11-16,992,korea,0.0,-100.0,0.0,FW25
2025-11-23,1906r,global,11.93,50.0629,7.9111,FW25
2025-11-23,2002r,global,17.06,54.529,11.313,FW25
2025-11-23,2002r,korea,0.0,,,FW25
2025-11-23,327,korea,0.0,,,FW25
2025-11-23,530,korea,0.0,-100.0,,FW25
2025-11-23,574,global,16.94,21.4337,11.2334,FW25
2025-11-23,574,korea,0.0,,,FW25
2025-11-23,9060,global,100.0,31.5789,66.313,FW25
2025-11-23,990,global,4.87,0.0,3.2294,FW25
2025-11-23,992,korea,0.0,,,FW25
2025-11-30,1906r,global,9.94,-16.6806,7.5423,FW25
2025-11-30,2002r,global,12.04,-29.4256,9.1357,FW25
2025-11-30,2002r,korea,0.0,,0.0,FW25
2025-11-30,327,korea,0.0,,0.0,FW25
2025-11-30,530,korea,0.0,,0.0,FW25
2025-11-30,574,global,14.94,-11.8064,11.3362,FW25
2025-11-30,574,korea,24.65,,100.0,FW25
2025-11-30,9060,global,90.0,-10.0,68.2905,FW25
2025-11-30,990,global,4.87,0.0,3.6953,FW25
2025-11-30,992,korea,0.0,,0.0,FW25
2025-12-07,1906r,global,7.95,-20.0201,6.9227,FW25
2025-12-07,2002r,global,11.04,-8.3056,9.6134,FW25
2025-12-07,2002r,korea,0.0,,0.0,FW25
2025-12-07,327,korea,0.0,,0.0,FW25
2025-12-07,530,korea,22.22,,48.6534,FW25
2025-12-07,574,global,12.95,-13.3199,11.2766,FW25
2025-12-07,574,korea,0.0,-100.0,0.0,FW25
2025-12-07,9060,global,79.0,-12.2222,68.7914,FW25
2025-12-07,990,global,3.9,-19.9179,3.396,FW25
2025-12-07,992,korea,23.45,,51.3466,FW25
2025-12-14,1906r,global,8.95,12.5786,7.533,FW25
2025-12-14,2002r,global,12.04,9.058,10.1338,FW25
2025-12-14,2002r,korea,0.0,,0.0,FW25
2025-12-14,327,korea,0.0,,0.0,FW25
2025-12-14,530,korea,25.21,13.4563,100.0,FW25
2025-12-14,574,global,13.95,7.722,11.7414,FW25
2025-12-14,574,korea,0.0,,0.0,FW25
2025-12-14,9060,global,79.0,0.0,66.4927,FW25
2025-12-14,990,global,4.87,24.8718,4.099,FW25
2025-12-14,992,korea,0.0,-100.0,0.0,FW25
2025-12-21,1906r,global,8.95,0.0,7.0578,FW25
2025-12-21,2002r,global,11.04,-8.3056,8.7059,FW25
2025-12-21,2002r,korea,0.0,,0.0,FW25
2025-12-21,327,korea,0.0,,0.0,FW25
2025-12-21,530,korea,29.91,18.6434,50.1341,FW25
2025-12-21,574,global,12.95,-7.1685,10.2121,FW25
2025-12-21,574,korea,29.75,,49.8659,FW25
2025-12-21,9060,global,89.0,12.6582,70.1837,FW25
2025-12-21,990,global,4.87,0.0,3.8404,FW25
2025-12-21,992,korea,0.0,,0.0,FW25
2025-12-28,1906r,global,7.95,-11.1732,7.3748,FW25
2025-12-28,2002r,global,10.03,-9.1486,9.3043,FW25
2025-12-28,2002r,korea,0.0,,,FW25
2025-12-28,327,korea,0.0,,,FW25
2025-12-28,530,korea,0.0,-100.0,,FW25
2025-12-28,574,global,11.95,-7.722,11.0853,FW25
2025-12-28,574,korea,0.0,-100.0,,FW25
2025-12-28,9060,global,73.0,-17.9775,67.718,FW25
2025-12-28,990,global,4.87,0.0,4.5176,FW25
2025-12-28,992,korea,0.0,,,FW25
2026-01-04,1906r,global,6.96,-12.4528,7.1129,FW25
2026-01-04,2002r,global,10.03,0.0,10.2504,FW25
2026-01-04,2002r,korea,0.0,,0.0,FW25
2026-01-04,327,korea,0.0,,0.0,FW25
2026-01-04,530,korea,24.79,,100.0,FW25
2026-01-04,574,global,10.96,-8.2845,11.2008,FW25
2026-01-04,574,korea,0.0,,0.0,FW25
2026-01-04,9060,global,66.0,-9.589,67.4502,FW25
2026-01-04,990,global,3.9,-19.9179,3.9857,FW25
2026-01-04,992,korea,0.0,,0.0,FW25
2026-01-11,1906r,global,6.96,0.0,7.7462,FW25
2026-01-11,2002r,global,8.03,-19.9402,8.9371,FW25
2026-01-11,2002r,korea,0.0,,,FW25
2026-01-11,327,korea,0.0,,,FW25
2026-01-11,530,korea,0.0,-100.0,,FW25
2026-01-11,574,global,10.96,0.0,12.1981,FW25
2026-01-11,574,korea,0.0,,,FW25
2026-01-11,9060,global,60.0,-9.0909,66.778,FW25
2026-01-11,990,global,3.9,0.0,4.3406,FW25
2026-01-11,992,korea,0.0,,,FW25
2026-01-18,1906r,global,6.96,0.0,7.8317,FW25
2026-01-18,2002r,global,8.03,0.0,9.0357,FW25
2026-01-18,2002r,korea,44.77,,37.5115,FW25
2026-01-18,327,korea,0.0,,0.0,FW25
2026-01-18,530,korea,38.03,,31.8643,FW25
2026-01-18,574,global,9.96,-9.1241,11.2074,FW25
2026-01-18,574,korea,36.55,,30.6242,FW25
2026-01-18,9060,global,61.0,1.6667,68.6396,FW25
2026-01-18,990,global,2.92,-25.1282,3.2857,FW25
2026-01-18,992,korea,0.0,,0.0,FW25
2026-01-25,1906r,global,6.96,0.0,7.8325,FW25
2026-01-25,2002r,global,7.02,-12.5778,7.9001,FW25
2026-01-25,2002r,korea,0.0,-100.0,0.0,FW25
2026-01-25,327,korea,0.0,,0.0,FW25
2026-01-25,530,korea,22.65,-40.4418,100.0,FW25
2026-01-25,574,global,9.96,0.0,11.2086,FW25
2026-01-25,574,korea,0.0,-100.0,0.0,FW25
2026-01-25,9060,global,62.0,1.6393,69.7727,FW25
2026-01-25,990,global,2.92,0.0,3.2861,FW25
2026-01-25,992,korea,0.0,,0.0,FW25
2026-02-01,1906r,global,6.96,0.0,7.8325,FW25
2026-02-01,2002r,global,7.02,0.0,7.9001,FW25
2026-02-01,2002r,korea,0.0,,0.0,FW25
2026-02-01,327,korea,0.0,,0.0,FW25
2026-02-01,530,korea,41.02,81.1038,59.2432,FW25
2026-02-01,574,global,10.96,10.0402,12.334,FW25
2026-02-01,574,korea,0.0,,0.0,FW25
2026-02-01,9060,global,61.0,-1.6129,68.6473,FW25
2026-02-01,990,global,2.92,0.0,3.2861,FW25
2026-02-01,992,korea,28.22,,40.7568,FW25
2026-02-08,1906r,global,6.96,0.0,7.8343,FW25
2026-02-08,2002r,global,8.03,14.3875,9.0387,FW25
2026-02-08,2002r,korea,0.0,,0.0,FW25
2026-02-08,327,korea,37.88,,43.1583,FW25
2026-02-08,530,korea,29.91,-27.0843,34.0777,FW25
2026-02-08,574,global,11.95,9.0328,13.4511,FW25
2026-02-08,574,korea,19.98,,22.764,FW25
2026-02-08,9060,global,58.0,-4.918,65.2859,FW25
2026-02-08,990,global,3.9,33.5616,4.3899,FW25
2026-02-08,992,korea,0.0,-100.0,0.0,FW25
2026-02-15,1906r,global,6.96,0.0,7.1158,FW25
2026-02-15,2002r,global,8.03,0.0,8.2098,FW25
2026-02-15,2002r,korea,0.0,,0.0,FW25
2026-02-15,327,korea,0.0,-100.0,0.0,FW25
2026-02-15,530,korea,26.92,-9.9967,100.0,FW25
2026-02-15,574,global,13.95,16.7364,14.2623,FW25
2026-02-15,574,korea,0.0,-100.0,0.0,FW25
2026-02-15,9060,global,64.0,10.3448,65.433,FW25
2026-02-15,990,global,4.87,24.8718,4.979,FW25
2026-02-15,992,korea,0.0,,0.0,FW25
2026-02-22,1906r,global,7.95,14.2241,7.2411,FW25
2026-02-22,2002r,global,10.03,24.9066,9.1356,FW25
2026-02-22,2002r,korea,0.0,,0.0,FW25
2026-02-22,327,korea,0.0,,0.0,FW25
2026-02-22,530,korea,39.74,47.6226,56.8364,FW25
2026-02-22,574,global,15.94,14.2652,14.5186,FW25
2026-02-22,574,korea,30.18,,43.1636,FW25
2026-02-22,9060,global,71.0,10.9375,64.6689,FW25
2026-02-22,990,global,4.87,0.0,4.4357,FW25
2026-02-22,992,korea,0.0,,0.0,FW25
2026-03-01,1906r,global,7.95,0.0,7.3077,FW25
2026-03-01,2002r,global,10.03,0.0,9.2196,FW25
2026-03-01,2002r,korea,43.04,,39.1273,FW25
2026-03-01,327,korea,0.0,,0.0,FW25
2026-03-01,530,korea,42.73,7.5239,38.8455,FW25
2026-03-01,574,global,14.94,-6.2735,13.7329,FW25
2026-03-01,574,korea,24.23,-19.715,22.0273,FW25
2026-03-01,9060,global,71.0,0.0,65.2634,FW25
2026-03-01,990,global,4.87,0.0,4.4765,FW25
2026-03-01,992,korea,0.0,,0.0,FW25
2026-03-08,1906r,global,8.95,12.5786,7.7968,SS26
2026-03-08,2002r,global,10.03,0.0,8.7377,SS26
2026-03-08,2002r,korea,0.0,-100.0,0.0,SS26
2026-03-08,327,korea,0.0,,0.0,SS26
2026-03-08,530,korea,37.18,-12.9885,61.3937,SS26
2026-03-08,574,global,14.94,0.0,13.0151,SS26
2026-03-08,574,korea,23.38,-3.508,38.6063,SS26
2026-03-08,9060,global,76.0,7.0423,66.2079,SS26
2026-03-08,990,global,4.87,0.0,4.2425,SS26
2026-03-08,992,korea,0.0,,0.0,SS26
2026-03-15,1906r,global,7.95,-11.1732,6.9866,SS26
2026-03-15,2002r,global,10.03,0.0,8.8145,SS26
2026-03-15,2002r,korea,0.0,,0.0,SS26
2026-03-15,327,korea,0.0,,0.0,SS26
2026-03-15,530,korea,37.61,1.1565,100.0,SS26
2026-03-15,574,global,14.94,0.0,13.1294,SS26
2026-03-15,574,korea,0.0,-100.0,0.0,SS26
2026-03-15,9060,global,76.0,0.0,66.7897,SS26
2026-03-15,990,global,4.87,0.0,4.2798,SS26
2026-03-15,992,korea,0.0,,0.0,SS26
2026-03-22,1906r,global,9.94,25.0314,7.5446,SS26
2026-03-22,2002r,global,12.04,20.0399,9.1385,SS26
2026-03-22,2002r,korea,0.0,,0.0,SS26
2026-03-22,327,korea,0.0,,0.0,SS26
2026-03-22,530,korea,0.0,-100.0,0.0,SS26
2026-03-22,574,global,25.9,73.3601,19.6584,SS26
2026-03-22,574,korea,24.23,,52.2536,SS26
2026-03-22,9060,global,79.0,3.9474,59.962,SS26
2026-03-22,990,global,4.87,0.0,3.6964,SS26
2026-03-22,992,korea,22.14,,47.7464,SS26
2026-03-29,1906r,global,10.94,10.0604,7.259,SS26
2026-03-29,2002r,global,15.05,25.0,9.9861,SS26
2026-03-29,2002r,korea,0.0,,0.0,SS26
2026-03-29,327,korea,0.0,,0.0,SS26
2026-03-29,530,korea,28.63,,100.0,SS26
2026-03-29,574,global,33.87,30.7722,22.4736,SS26
2026-03-29,574,korea,0.0,-100.0,0.0,SS26
2026-03-29,9060,global,85.0,7.5949,56.3997,SS26
2026-03-29,990,global,5.85,20.1232,3.8816,SS26
2026-03-29,992,korea,0.0,-100.0,0.0,SS26
2026-04-05,1906r,global,10.94,0.0,6.9815,SS26
2026-04-05,2002r,global,15.05,0.0,9.6043,SS26
2026-04-05,2002r,korea,0.0,,0.0,SS26
2026-04-05,327,korea,0.0,,0.0,SS26
2026-04-05,530,korea,42.31,47.782,67.9351,SS26
2026-04-05,574,global,36.86,8.8279,23.5227,SS26
2026-04-05,574,korea,0.0,,0.0,SS26
2026-04-05,9060,global,88.0,3.5294,56.1583,SS26
2026-04-05,990,global,5.85,0.0,3.7332,SS26
2026-04-05,992,korea,19.97,,32.0649,SS26
2026-04-12,1906r,global,8.95,-18.1901,6.6419,SS26
2026-04-12,2002r,global,13.04,-13.3555,9.6772,SS26
2026-04-12,2002r,korea,5.17,,14.0146,SS26
2026-04-12,327,korea,3.05,,8.2678,SS26
2026-04-12,530,korea,14.96,-64.6419,40.553,SS26
2026-04-12,574,global,28.89,-21.6224,21.4397,SS26
2026-04-12,574,korea,8.5,,23.0415,SS26
2026-04-12,9060,global,79.0,-10.2273,58.6271,SS26
2026-04-12,990,global,4.87,-16.7521,3.6141,SS26
2026-04-12,992,korea,5.21,-73.9109,14.1231,SS26
2026-04-19,1906r,global,7.95,-11.1732,6.5271,SS26
2026-04-19,2002r,global,11.04,-15.3374,9.064,SS26
2026-04-19,2002r,korea,15.5,199.8066,21.2387,SS26
2026-04-19,327,korea,6.11,100.3279,8.3722,SS26
2026-04-19,530,korea,24.36,62.8342,33.379,SS26
2026-04-19,574,global,24.91,-13.7764,20.4516,SS26
2026-04-19,574,korea,16.15,90.0,22.1294,SS26
2026-04-19,9060,global,74.0,-6.3291,60.7553,SS26
2026-04-19,990,global,3.9,-19.9179,3.202,SS26
2026-04-19,992,korea,10.86,108.4453,14.8808,SS26
